,ship mode,segment,state,region,category,sub-category,sales,quantity,discount,profit,unit price,profit margin,is discounted,profit per item,is profited,city tier
7045,standard ,corporate,texas,central,office supplies,paper,9.25,2,20.0,3.35,4.625,36.22,1,1.68,1,1
7046,standard ,home office,california,west,furniture,tables,99.59,1,20.0,2.49,99.59,2.5,1,2.49,1,1
7047,standard ,home office,california,west,technology,accessories,399.96,4,0.0,139.99,99.99,35.0,0,35.0,1,1
7048,first ,consumer,tennessee,south,office supplies,paper,15.55,3,20.0,5.44,5.183333333333334,34.98,1,1.81,1,1
7049,standard ,home office,colorado,west,office supplies,art,14.58,2,20.0,2.37,7.29,16.26,1,1.19,1,1
7050,same day,consumer,california,west,office supplies,binders,209.6,5,20.0,68.12,41.92,32.5,1,13.62,1,1
7051,same day,consumer,california,west,office supplies,art,23.32,2,0.0,6.06,11.66,25.99,0,3.03,1,1
7052,same day,consumer,california,west,office supplies,paper,30.98,1,0.0,13.94,30.98,45.0,0,13.94,1,1
7053,same day,consumer,california,west,technology,accessories,119.96,4,0.0,25.19,29.99,21.0,0,6.3,1,1
7054,same day,consumer,california,west,furniture,chairs,363.92,5,20.0,-31.84,72.784,-8.75,1,-6.37,0,1
7055,same day,consumer,california,west,office supplies,binders,35.81,3,20.0,11.19,11.936666666666667,31.25,1,3.73,1,1
7056,same day,consumer,california,west,office supplies,binders,122.69,9,20.0,39.87,13.632222222222222,32.5,1,4.43,1,1
7057,same day,consumer,california,west,furniture,tables,892.14,7,20.0,111.52,127.44857142857143,12.5,1,15.93,1,1
7058,same day,consumer,california,west,office supplies,storage,50.22,3,0.0,2.01,16.74,4.0,0,0.67,1,1
7059,same day,consumer,california,west,office supplies,appliances,83.42,2,0.0,24.19,41.71,29.0,0,12.1,1,1
7060,same day,consumer,california,west,office supplies,binders,5.87,2,20.0,2.13,2.935,36.29,1,1.06,1,1
7061,second ,corporate,utah,west,office supplies,binders,12.14,3,20.0,4.1,4.046666666666667,33.77,1,1.37,1,2
7062,second ,consumer,oregon,west,office supplies,envelopes,27.79,3,20.0,10.42,9.263333333333334,37.5,1,3.47,1,1
7063,standard ,home office,oregon,west,office supplies,supplies,6.21,2,20.0,0.7,3.105,11.27,1,0.35,0,2
7064,standard ,consumer,new york,east,office supplies,appliances,32.67,3,0.0,8.49,10.89,25.99,0,2.83,1,1
7065,first ,corporate,california,west,office supplies,storage,1261.33,7,0.0,327.95,180.19,26.0,0,46.85,1,1
7066,standard ,home office,california,west,office supplies,paper,38.88,6,0.0,18.66,6.48,47.99,0,3.11,1,1
7067,standard ,corporate,texas,central,office supplies,binders,1.96,2,80.0,-3.24,0.98,-165.31,1,-1.62,0,1
7068,standard ,corporate,texas,central,office supplies,paper,82.66,9,20.0,31.0,9.184444444444445,37.5,1,3.44,1,1
7069,standard ,consumer,california,west,office supplies,paper,5.98,1,0.0,2.69,5.98,44.98,0,2.69,1,1
7070,second ,home office,illinois,central,office supplies,paper,9.25,2,20.0,3.35,4.625,36.22,1,1.68,1,1
7071,standard ,consumer,texas,central,office supplies,art,4.45,2,20.0,0.33,2.225,7.42,1,0.17,0,3
7072,standard ,consumer,texas,central,office supplies,paper,5.18,1,20.0,1.81,5.18,34.94,1,1.81,1,3
7073,standard ,consumer,texas,central,office supplies,art,175.92,5,20.0,15.39,35.184,8.75,1,3.08,1,3
7074,standard ,consumer,texas,central,office supplies,binders,4.75,4,80.0,-8.32,1.1875,-175.16,1,-2.08,0,3
7075,standard ,consumer,texas,central,office supplies,supplies,13.34,2,20.0,1.0,6.67,7.5,1,0.5,0,3
7076,standard ,consumer,washington,west,office supplies,envelopes,54.9,5,0.0,26.9,10.98,49.0,0,5.38,1,1
7077,standard ,consumer,north carolina,south,office supplies,binders,22.91,7,70.0,-17.57,3.2728571428571427,-76.69,1,-2.51,0,1
7078,standard ,consumer,north carolina,south,office supplies,appliances,309.46,9,20.0,34.81,34.38444444444444,11.25,1,3.87,1,1
7079,standard ,consumer,north carolina,south,office supplies,art,19.46,4,20.0,3.4,4.865,17.47,1,0.85,1,1
7080,standard ,consumer,north carolina,south,furniture,tables,472.52,3,40.0,-149.63,157.50666666666666,-31.67,1,-49.88,0,1
7081,standard ,consumer,north carolina,south,technology,accessories,1012.68,3,20.0,303.8,337.56,30.0,1,101.27,1,1
7082,standard ,consumer,north carolina,south,office supplies,binders,17.22,5,70.0,-12.63,3.444,-73.34,1,-2.53,0,1
7083,second ,corporate,california,west,office supplies,art,3.52,2,0.0,1.69,1.76,48.01,0,0.84,1,1
7084,second ,corporate,california,west,technology,phones,1626.19,9,20.0,121.96,180.6877777777778,7.5,1,13.55,1,1
7085,first ,corporate,pennsylvania,east,office supplies,binders,8.6,5,70.0,-6.3,1.72,-73.26,1,-1.26,0,2
7086,first ,corporate,pennsylvania,east,office supplies,supplies,190.9,2,20.0,-42.95,95.45,-22.5,1,-21.48,0,2
7087,second ,consumer,california,west,office supplies,storage,99.87,3,0.0,23.97,33.29,24.0,0,7.99,1,1
7088,second ,consumer,nevada,west,office supplies,art,79.36,4,0.0,23.81,19.84,30.0,0,5.95,1,2
7089,second ,corporate,california,west,technology,phones,119.96,1,20.0,7.5,119.96,6.25,1,7.5,1,1
7090,standard ,consumer,kentucky,south,office supplies,paper,106.32,3,0.0,49.97,35.44,47.0,0,16.66,1,1
7091,standard ,consumer,kentucky,south,office supplies,appliances,163.44,3,0.0,45.76,54.48,28.0,0,15.25,1,1
7092,standard ,consumer,kentucky,south,office supplies,art,42.76,2,0.0,11.12,21.38,26.01,0,5.56,1,1
7093,standard ,consumer,kentucky,south,office supplies,paper,51.55,5,0.0,24.23,10.309999999999999,47.0,0,4.85,1,1
7094,second ,consumer,illinois,central,technology,accessories,479.95,6,20.0,89.99,79.99166666666666,18.75,1,15.0,1,1
7095,first ,consumer,new york,east,office supplies,binders,146.69,6,20.0,55.01,24.448333333333334,37.5,1,9.17,1,1
7096,first ,consumer,new york,east,office supplies,binders,276.78,2,20.0,89.95,138.39,32.5,1,44.98,1,1
7097,first ,consumer,new york,east,office supplies,binders,25.32,5,20.0,9.18,5.064,36.26,1,1.84,1,1
7098,standard ,consumer,new york,east,office supplies,paper,318.96,9,0.0,149.91,35.44,47.0,0,16.66,1,1
7099,second ,consumer,new york,east,office supplies,paper,212.64,6,0.0,99.94,35.44,47.0,0,16.66,1,1
7100,standard ,consumer,arizona,west,office supplies,envelopes,23.47,3,20.0,8.8,7.823333333333333,37.49,1,2.93,1,2
7101,second ,corporate,texas,central,office supplies,paper,19.65,2,20.0,6.63,9.825,33.74,1,3.31,1,1
7102,first ,consumer,pennsylvania,east,office supplies,binders,6.57,3,70.0,-5.04,2.19,-76.71,1,-1.68,0,1
7103,standard ,consumer,california,west,office supplies,storage,421.1,2,0.0,105.28,210.55,25.0,0,52.64,1,2
7104,second ,corporate,ohio,east,furniture,chairs,760.12,6,30.0,-43.44,126.68666666666667,-5.71,1,-7.24,0,1
7105,second ,corporate,ohio,east,furniture,furnishings,38.78,3,20.0,7.27,12.926666666666668,18.75,1,2.42,1,1
7106,second ,corporate,ohio,east,technology,accessories,122.33,9,20.0,1.53,13.592222222222222,1.25,1,0.17,1,1
7107,standard ,consumer,new york,east,technology,phones,25.98,2,0.0,0.78,12.99,3.0,0,0.39,0,1
7108,standard ,consumer,new york,east,office supplies,art,3.28,2,0.0,1.48,1.64,45.12,0,0.74,1,1
7109,standard ,consumer,new york,east,office supplies,storage,459.88,4,0.0,13.8,114.97,3.0,0,3.45,1,1
7110,standard ,consumer,new york,east,office supplies,supplies,7.76,2,0.0,2.25,3.88,28.99,0,1.12,1,1
7111,standard ,consumer,new york,east,office supplies,art,71.96,2,0.0,17.99,35.98,25.0,0,8.99,1,1
7112,standard ,consumer,new york,east,office supplies,supplies,54.9,5,0.0,15.37,10.98,28.0,0,3.07,1,1
7113,standard ,consumer,new york,east,office supplies,binders,9.28,2,20.0,3.25,4.64,35.02,1,1.62,1,1
7114,first ,corporate,nevada,west,furniture,tables,1685.88,6,0.0,320.32,280.98,19.0,0,53.39,1,1
7115,first ,corporate,nevada,west,office supplies,binders,5.73,2,20.0,2.0,2.865,34.9,1,1.0,1,1
7116,second ,consumer,washington,west,office supplies,paper,61.96,2,0.0,27.88,30.98,45.0,0,13.94,1,1
7117,second ,consumer,washington,west,office supplies,binders,1.34,1,20.0,0.47,1.34,35.07,1,0.47,0,1
7118,standard ,corporate,new york,east,office supplies,paper,17.94,3,0.0,8.79,5.98,49.0,0,2.93,1,1
7119,standard ,corporate,washington,west,office supplies,binders,13.9,2,20.0,4.52,6.95,32.52,1,2.26,1,1
7120,standard ,corporate,tennessee,south,office supplies,binders,67.19,1,70.0,-51.52,67.19,-76.68,1,-51.52,0,2
7121,standard ,consumer,washington,west,office supplies,paper,41.86,7,0.0,18.84,5.9799999999999995,45.01,0,2.69,1,1
7122,standard ,consumer,washington,west,furniture,bookcases,141.96,2,0.0,41.17,70.98,29.0,0,20.59,1,1
7123,standard ,corporate,new york,east,furniture,furnishings,10.02,3,0.0,4.41,3.34,44.01,0,1.47,1,1
7124,standard ,corporate,new york,east,office supplies,paper,144.12,3,0.0,69.18,48.04,48.0,0,23.06,1,1
7125,second ,consumer,georgia,south,office supplies,paper,17.94,3,0.0,8.79,5.98,49.0,0,2.93,1,1
7126,second ,consumer,georgia,south,office supplies,art,13.89,3,0.0,4.58,4.63,32.97,0,1.53,1,1
7127,standard ,consumer,delaware,east,office supplies,paper,16.45,5,0.0,7.57,3.29,46.02,0,1.51,1,1
7128,standard ,consumer,delaware,east,furniture,furnishings,19.92,4,0.0,6.57,4.98,32.98,0,1.64,1,1
7129,standard ,consumer,tennessee,south,technology,accessories,35.17,4,20.0,8.35,8.7925,23.74,1,2.09,1,1
7130,standard ,consumer,tennessee,south,office supplies,paper,123.09,7,20.0,40.0,17.584285714285716,32.5,1,5.71,1,1
7131,standard ,home office,indiana,central,furniture,tables,257.94,3,0.0,67.06,85.98,26.0,0,22.35,1,1
7132,standard ,home office,indiana,central,technology,phones,1879.96,4,0.0,545.19,469.99,29.0,0,136.3,1,1
7133,standard ,home office,indiana,central,furniture,furnishings,27.46,2,0.0,9.89,13.73,36.02,0,4.95,1,1
7134,standard ,home office,indiana,central,technology,phones,89.98,2,0.0,43.19,44.99,48.0,0,21.59,1,1
7135,standard ,home office,indiana,central,furniture,chairs,828.6,3,0.0,240.29,276.2,29.0,0,80.1,1,1
7136,standard ,consumer,florida,south,office supplies,binders,7.23,5,70.0,-5.78,1.4460000000000002,-79.94,1,-1.16,0,1
7137,standard ,consumer,florida,south,office supplies,storage,17.44,2,20.0,1.31,8.72,7.51,1,0.66,1,1
7138,standard ,consumer,florida,south,office supplies,binders,62.88,4,70.0,-50.3,15.72,-79.99,1,-12.57,0,1
7139,standard ,consumer,florida,south,furniture,bookcases,290.35,3,20.0,-36.29,96.78333333333335,-12.5,1,-12.1,0,1
7140,same day,consumer,missouri,central,technology,accessories,113.52,4,0.0,46.54,28.38,41.0,0,11.63,1,2
7141,same day,consumer,missouri,central,furniture,furnishings,135.3,5,0.0,37.88,27.060000000000002,28.0,0,7.58,1,2
7142,standard ,home office,virginia,south,furniture,furnishings,111.15,5,0.0,48.91,22.23,44.0,0,9.78,1,1
7143,standard ,home office,pennsylvania,east,technology,phones,776.85,5,40.0,-181.26,155.37,-23.33,1,-36.25,0,1
7144,standard ,home office,pennsylvania,east,office supplies,binders,12.29,1,70.0,-8.61,12.29,-70.06,1,-8.61,0,1
7145,standard ,home office,pennsylvania,east,furniture,tables,154.76,3,40.0,-46.43,51.586666666666666,-30.0,1,-15.48,0,1
7146,standard ,home office,pennsylvania,east,office supplies,storage,43.28,1,20.0,3.25,43.28,7.51,1,3.25,1,1
7147,standard ,consumer,new york,east,office supplies,paper,92.94,3,0.0,41.82,30.98,45.0,0,13.94,1,1
7148,standard ,consumer,new york,east,office supplies,appliances,52.56,3,0.0,18.4,17.52,35.01,0,6.13,1,1
7149,standard ,consumer,texas,central,technology,phones,971.88,3,20.0,109.34,323.96,11.25,1,36.45,1,1
7150,standard ,home office,alabama,south,furniture,chairs,141.96,2,0.0,35.49,70.98,25.0,0,17.75,1,4
7151,second ,consumer,arizona,west,furniture,tables,182.55,2,50.0,-135.09,91.275,-74.0,1,-67.55,0,1
7152,standard ,corporate,north carolina,south,office supplies,paper,88.77,2,20.0,31.07,44.385,35.0,1,15.54,1,1
7153,standard ,consumer,illinois,central,office supplies,appliances,53.09,7,80.0,-108.83,7.5842857142857145,-204.99,1,-15.55,0,1
7154,second ,consumer,georgia,south,furniture,furnishings,275.88,6,0.0,46.9,45.98,17.0,0,7.82,1,1
7155,second ,consumer,georgia,south,office supplies,binders,157.9,5,0.0,74.21,31.580000000000002,47.0,0,14.84,1,1
7156,standard ,consumer,new jersey,east,office supplies,labels,4.91,1,0.0,2.41,4.91,49.08,0,2.41,1,4
7157,second ,consumer,california,west,office supplies,storage,87.92,4,0.0,0.88,21.98,1.0,0,0.22,0,1
7158,second ,consumer,california,west,office supplies,paper,5.98,1,0.0,2.93,5.98,49.0,0,2.93,1,1
7159,second ,home office,illinois,central,technology,phones,222.38,2,20.0,16.68,111.19,7.5,1,8.34,1,1
7160,second ,home office,illinois,central,office supplies,fasteners,16.0,4,20.0,5.6,4.0,35.0,1,1.4,1,1
7161,standard ,consumer,virginia,south,office supplies,paper,21.84,3,0.0,10.92,7.28,50.0,0,3.64,1,1
7162,standard ,consumer,virginia,south,office supplies,binders,15.6,5,0.0,7.64,3.12,48.97,0,1.53,1,1
7163,second ,corporate,new york,east,office supplies,envelopes,247.84,8,0.0,121.44,30.98,49.0,0,15.18,1,1
7164,second ,corporate,new york,east,office supplies,binders,9.91,3,20.0,3.35,3.3033333333333332,33.8,1,1.12,1,1
7165,first ,consumer,rhode island,east,office supplies,storage,69.52,2,0.0,17.38,34.76,25.0,0,8.69,1,1
7166,second ,consumer,california,west,office supplies,art,11.52,4,0.0,3.23,2.88,28.04,0,0.81,1,1
7167,second ,consumer,california,west,furniture,chairs,717.72,3,20.0,71.77,239.24,10.0,1,23.92,1,1
7168,second ,consumer,california,west,office supplies,storage,236.5,10,0.0,68.58,23.65,29.0,0,6.86,1,1
7169,second ,consumer,california,west,furniture,tables,170.35,3,20.0,19.16,56.78333333333333,11.25,1,6.39,1,1
7170,standard ,consumer,new york,east,furniture,chairs,145.76,2,10.0,3.24,72.88,2.22,1,1.62,1,1
7171,second ,consumer,california,west,technology,accessories,107.97,3,0.0,22.67,35.99,21.0,0,7.56,1,1
7172,standard ,corporate,texas,central,technology,accessories,143.96,5,20.0,1.8,28.792,1.25,1,0.36,1,1
7173,standard ,corporate,texas,central,technology,copiers,2399.96,5,20.0,569.99,479.992,23.75,1,114.0,1,1
7174,standard ,corporate,texas,central,office supplies,paper,74.35,3,20.0,23.24,24.78333333333333,31.26,1,7.75,1,1
7175,standard ,corporate,texas,central,office supplies,appliances,87.17,8,80.0,-226.64,10.89625,-260.0,1,-28.33,0,1
7176,standard ,corporate,texas,central,office supplies,storage,32.23,3,20.0,2.42,10.743333333333332,7.51,1,0.81,1,1
7177,standard ,corporate,pennsylvania,east,office supplies,binders,2.2,2,70.0,-1.54,1.1,-70.0,1,-0.77,0,1
7178,standard ,corporate,pennsylvania,east,office supplies,binders,9.4,3,70.0,-7.52,3.1333333333333333,-80.0,1,-2.51,0,1
7179,standard ,consumer,maryland,east,technology,phones,89.97,3,0.0,25.19,29.99,28.0,0,8.4,1,1
7180,first ,corporate,georgia,south,office supplies,art,12.78,3,0.0,5.24,4.26,41.0,0,1.75,1,2
7181,second ,consumer,ohio,east,technology,accessories,40.0,2,20.0,0.5,20.0,1.25,1,0.25,0,1
7182,standard ,home office,california,west,office supplies,binders,23.24,5,20.0,7.55,4.648,32.49,1,1.51,1,1
7183,first ,consumer,maryland,east,furniture,chairs,908.82,9,0.0,227.2,100.98,25.0,0,25.24,1,1
7184,standard ,home office,texas,central,office supplies,supplies,5.55,2,20.0,-1.04,2.775,-18.74,1,-0.52,0,1
7185,standard ,home office,texas,central,office supplies,art,8.02,3,20.0,1.0,2.6733333333333333,12.47,1,0.33,0,1
7186,standard ,home office,texas,central,furniture,chairs,74.59,4,30.0,-2.13,18.6475,-2.86,1,-0.53,0,1
7187,standard ,home office,texas,central,furniture,furnishings,16.78,2,60.0,-22.24,8.39,-132.54,1,-11.12,0,1
7188,standard ,home office,texas,central,office supplies,appliances,38.86,4,80.0,-99.1,9.715,-255.02,1,-24.77,0,1
7189,first ,home office,california,west,technology,phones,203.98,3,20.0,25.5,67.99333333333333,12.5,1,8.5,1,1
7190,first ,home office,california,west,furniture,tables,674.35,3,20.0,-8.43,224.78333333333333,-1.25,1,-2.81,0,1
7191,second ,consumer,florida,south,office supplies,binders,5.39,4,70.0,-4.49,1.3475,-83.3,1,-1.12,0,2
7192,second ,consumer,florida,south,office supplies,art,30.98,8,20.0,5.03,3.8725,16.24,1,0.63,1,2
7193,first ,consumer,georgia,south,office supplies,storage,1350.12,6,0.0,175.52,225.01999999999998,13.0,0,29.25,1,1
7194,first ,consumer,georgia,south,office supplies,binders,15.92,4,0.0,7.48,3.98,46.98,0,1.87,1,1
7195,standard ,home office,washington,west,furniture,furnishings,19.54,2,0.0,7.23,9.77,37.0,0,3.62,1,1
7196,standard ,home office,california,west,office supplies,art,21.4,5,0.0,6.21,4.279999999999999,29.02,0,1.24,1,1
7197,standard ,home office,california,west,office supplies,labels,12.6,2,0.0,5.8,6.3,46.03,0,2.9,1,1
7198,standard ,home office,new york,east,office supplies,art,11.96,2,0.0,3.11,5.98,26.0,0,1.55,1,1
7199,standard ,home office,new york,east,technology,phones,138.0,2,0.0,34.5,69.0,25.0,0,17.25,1,1
7200,standard ,consumer,florida,south,technology,phones,116.76,1,20.0,14.6,116.76,12.5,1,14.6,1,1
7201,standard ,consumer,florida,south,furniture,tables,331.02,7,45.0,-114.35,47.28857142857142,-34.54,1,-16.34,0,1
7202,same day,corporate,new york,east,furniture,furnishings,756.8,5,0.0,75.68,151.35999999999999,10.0,0,15.14,1,1
7203,standard ,home office,illinois,central,furniture,furnishings,8.74,3,60.0,-4.8,2.9133333333333336,-54.92,1,-1.6,0,2
7204,standard ,consumer,new york,east,office supplies,art,6.08,2,0.0,2.07,3.04,34.05,0,1.03,1,1
7205,standard ,consumer,california,west,furniture,furnishings,17.46,2,0.0,5.94,8.73,34.02,0,2.97,1,1
7206,standard ,consumer,california,west,technology,machines,369.16,11,20.0,32.3,33.56,8.75,1,2.94,1,1
7207,first ,corporate,arizona,west,office supplies,art,2.91,2,20.0,0.91,1.455,31.27,1,0.46,0,1
7208,first ,corporate,arizona,west,office supplies,paper,20.74,4,20.0,7.26,5.185,35.0,1,1.81,1,1
7209,first ,corporate,arizona,west,office supplies,paper,9.57,2,20.0,2.99,4.785,31.24,1,1.5,1,1
7210,standard ,corporate,washington,west,office supplies,paper,30.18,3,0.0,13.88,10.06,45.99,0,4.63,1,1
7211,standard ,corporate,washington,west,office supplies,binders,51.65,12,20.0,18.72,4.304166666666666,36.24,1,1.56,1,1
7212,standard ,corporate,washington,west,office supplies,binders,11.23,3,20.0,3.93,3.7433333333333336,35.0,1,1.31,1,1
7213,standard ,consumer,california,west,office supplies,labels,14.73,3,0.0,7.22,4.91,49.02,0,2.41,1,2
7214,second ,corporate,michigan,central,office supplies,art,16.4,5,0.0,4.76,3.28,29.02,0,0.95,1,1
7215,second ,corporate,michigan,central,office supplies,paper,25.92,4,0.0,12.44,6.48,47.99,0,3.11,1,1
7216,first ,consumer,california,west,office supplies,art,8.82,3,0.0,2.56,2.94,29.02,0,0.85,1,1
7217,first ,consumer,california,west,office supplies,binders,62.5,2,20.0,21.87,31.25,34.99,1,10.94,1,1
7218,first ,consumer,california,west,technology,accessories,339.96,4,0.0,122.39,84.99,36.0,0,30.6,1,1
7219,first ,consumer,california,west,office supplies,binders,49.57,2,20.0,17.35,24.785,35.0,1,8.68,1,1
7220,standard ,consumer,pennsylvania,east,office supplies,binders,274.49,3,70.0,-228.74,91.49666666666667,-83.33,1,-76.25,0,1
7221,standard ,consumer,new york,east,technology,phones,137.94,3,0.0,35.86,45.98,26.0,0,11.95,1,1
7222,standard ,consumer,illinois,central,technology,accessories,40.68,3,20.0,-7.12,13.56,-17.5,1,-2.37,0,1
7223,standard ,consumer,california,west,technology,phones,110.38,3,20.0,12.42,36.79333333333333,11.25,1,4.14,1,1
7224,standard ,consumer,california,west,office supplies,appliances,151.62,7,0.0,50.03,21.66,33.0,0,7.15,1,1
7225,standard ,consumer,california,west,furniture,furnishings,30.8,4,0.0,10.16,7.7,32.99,0,2.54,1,1
7226,standard ,corporate,pennsylvania,east,office supplies,paper,123.92,5,20.0,38.72,24.784,31.25,1,7.74,1,1
7227,standard ,corporate,pennsylvania,east,technology,accessories,1319.8,5,20.0,214.47,263.96,16.25,1,42.89,1,1
7228,first ,consumer,california,west,office supplies,binders,89.71,6,20.0,30.28,14.951666666666666,33.75,1,5.05,1,1
7229,first ,consumer,california,west,office supplies,paper,22.83,3,0.0,10.73,7.609999999999999,47.0,0,3.58,1,1
7230,first ,consumer,connecticut,east,office supplies,binders,30.88,2,0.0,15.44,15.44,50.0,0,7.72,1,1
7231,first ,consumer,connecticut,east,office supplies,appliances,465.16,2,0.0,120.94,232.58,26.0,0,60.47,1,1
7232,first ,consumer,connecticut,east,office supplies,paper,27.12,4,0.0,12.48,6.78,46.02,0,3.12,1,1
7233,standard ,consumer,new york,east,furniture,furnishings,113.6,8,0.0,44.3,14.2,39.0,0,5.54,1,1
7234,standard ,consumer,new york,east,office supplies,paper,12.96,2,0.0,6.35,6.48,49.0,0,3.17,1,1
7235,standard ,consumer,new york,east,office supplies,binders,69.46,2,20.0,22.57,34.73,32.49,1,11.29,1,1
7236,first ,consumer,california,west,office supplies,art,8.64,3,0.0,2.42,2.8800000000000003,28.01,0,0.81,1,1
7237,same day,corporate,pennsylvania,east,technology,machines,341.99,3,70.0,-319.19,113.99666666666667,-93.33,1,-106.4,0,1
7238,standard ,consumer,california,west,furniture,furnishings,43.96,7,0.0,18.46,6.28,41.99,0,2.64,1,1
7239,standard ,consumer,california,west,office supplies,envelopes,39.76,7,0.0,18.69,5.68,47.01,0,2.67,1,1
7240,second ,consumer,california,west,furniture,furnishings,66.36,7,0.0,26.54,9.48,39.99,0,3.79,1,1
7241,second ,consumer,california,west,office supplies,binders,92.88,6,20.0,30.19,15.479999999999999,32.5,1,5.03,1,1
7242,second ,consumer,california,west,furniture,furnishings,24.14,2,0.0,7.97,12.07,33.02,0,3.98,1,1
7243,second ,consumer,pennsylvania,east,furniture,chairs,4416.17,9,30.0,-630.88,490.68555555555554,-14.29,1,-70.1,0,1
7244,first ,consumer,california,west,office supplies,art,49.56,7,0.0,18.83,7.08,37.99,0,2.69,1,1
7245,standard ,consumer,california,west,office supplies,storage,354.9,5,0.0,17.74,70.97999999999999,5.0,0,3.55,1,1
7246,standard ,corporate,ohio,east,office supplies,labels,15.12,3,20.0,4.91,5.04,32.47,1,1.64,1,1
7247,standard ,corporate,ohio,east,furniture,bookcases,302.45,5,50.0,-199.62,60.489999999999995,-66.0,1,-39.92,0,1
7248,standard ,corporate,ohio,east,office supplies,storage,44.67,8,20.0,-10.05,5.58375,-22.5,1,-1.26,0,1
7249,second ,consumer,california,west,technology,accessories,119.98,2,0.0,35.99,59.99,30.0,0,18.0,1,1
7250,second ,consumer,california,west,technology,accessories,989.97,3,0.0,395.99,329.99,40.0,0,132.0,1,1
7251,standard ,corporate,florida,south,office supplies,labels,9.22,4,20.0,3.34,2.305,36.23,1,0.83,1,3
7252,standard ,corporate,michigan,central,office supplies,paper,68.52,3,0.0,31.52,22.84,46.0,0,10.51,1,2
7253,standard ,home office,wisconsin,central,office supplies,appliances,364.74,3,0.0,109.42,121.58,30.0,0,36.47,1,3
7254,standard ,home office,wisconsin,central,furniture,furnishings,47.4,5,0.0,21.33,9.48,45.0,0,4.27,1,3
7255,standard ,home office,wisconsin,central,office supplies,storage,49.76,4,0.0,13.93,12.44,27.99,0,3.48,1,3
7256,standard ,home office,wisconsin,central,office supplies,art,5.56,2,0.0,1.45,2.78,26.08,0,0.72,1,3
7257,standard ,home office,wisconsin,central,office supplies,paper,629.1,6,0.0,301.97,104.85000000000001,48.0,0,50.33,1,3
7258,standard ,home office,wisconsin,central,office supplies,art,14.7,5,0.0,3.97,2.94,27.01,0,0.79,1,3
7259,standard ,home office,wisconsin,central,office supplies,paper,45.36,7,0.0,21.77,6.4799999999999995,47.99,0,3.11,1,3
7260,standard ,home office,wisconsin,central,technology,phones,125.99,1,0.0,35.28,125.99,28.0,0,35.28,1,3
7261,second ,corporate,california,west,office supplies,art,14.7,7,0.0,4.12,2.1,28.03,0,0.59,1,4
7262,standard ,corporate,pennsylvania,east,technology,phones,32.7,5,40.0,-6.54,6.540000000000001,-20.0,1,-1.31,0,1
7263,standard ,corporate,pennsylvania,east,office supplies,envelopes,31.68,4,20.0,11.09,7.92,35.01,1,2.77,1,1
7264,standard ,consumer,virginia,south,office supplies,art,181.86,7,0.0,50.92,25.98,28.0,0,7.27,1,1
7265,second ,corporate,texas,central,furniture,chairs,155.37,2,30.0,-35.51,77.685,-22.86,1,-17.75,0,1
7266,same day,consumer,tennessee,south,office supplies,binders,13.43,3,70.0,-11.19,4.476666666666667,-83.32,1,-3.73,0,1
7267,same day,consumer,tennessee,south,office supplies,storage,67.14,4,20.0,-0.84,16.785,-1.25,1,-0.21,0,1
7268,standard ,consumer,north carolina,south,office supplies,paper,89.57,2,20.0,32.47,44.785,36.25,1,16.23,1,1
7269,standard ,consumer,north carolina,south,furniture,furnishings,315.78,8,20.0,31.58,39.4725,10.0,1,3.95,1,1
7270,standard ,corporate,california,west,furniture,bookcases,273.67,2,15.0,-12.88,136.835,-4.71,1,-6.44,0,1
7271,standard ,corporate,california,west,office supplies,appliances,17.48,4,0.0,4.54,4.37,25.97,0,1.14,1,1
7272,standard ,corporate,north carolina,south,office supplies,supplies,20.61,2,20.0,-4.38,10.305,-21.25,1,-2.19,0,2
7273,standard ,corporate,north carolina,south,office supplies,binders,4.1,3,70.0,-2.73,1.3666666666666665,-66.59,1,-0.91,0,2
7274,standard ,home office,montana,west,technology,phones,339.96,5,20.0,42.5,67.99199999999999,12.5,1,8.5,1,4
7275,standard ,home office,montana,west,furniture,furnishings,63.98,7,0.0,21.75,9.139999999999999,33.99,0,3.11,1,4
7276,standard ,home office,florida,south,technology,accessories,799.92,10,20.0,239.98,79.99199999999999,30.0,1,24.0,1,1
7277,first ,home office,california,west,technology,phones,35.98,2,20.0,4.5,17.99,12.51,1,2.25,1,1
7278,first ,home office,california,west,technology,accessories,389.97,3,0.0,132.59,129.99,34.0,0,44.2,1,1
7279,same day,corporate,arizona,west,technology,accessories,185.53,7,20.0,48.7,26.504285714285714,26.25,1,6.96,1,3
7280,standard ,consumer,maryland,east,office supplies,binders,2541.98,2,0.0,1270.99,1270.99,50.0,0,635.5,1,1
7281,standard ,home office,arizona,west,technology,machines,599.98,5,70.0,-479.99,119.99600000000001,-80.0,1,-96.0,0,3
7282,standard ,consumer,illinois,central,office supplies,binders,3.04,3,80.0,-5.01,1.0133333333333334,-164.8,1,-1.67,0,1
7283,standard ,consumer,ohio,east,office supplies,art,25.92,5,20.0,3.89,5.184,15.01,1,0.78,1,1
7284,standard ,consumer,ohio,east,furniture,furnishings,66.11,2,20.0,-9.09,33.055,-13.75,1,-4.54,0,1
7285,standard ,consumer,california,west,technology,accessories,46.36,4,0.0,15.3,11.59,33.0,0,3.83,1,1
7286,standard ,corporate,oklahoma,central,technology,accessories,6.9,1,0.0,0.55,6.9,7.97,0,0.55,0,1
